File,epsilon_inf,t_sw,t_au,m,n,chi,reduced_chi,R_sq
A_033_02,4776.635093926051,2.8557247558792214,105.77682019906908,4.5350588648394625,1.1905838014313717,1034.3693897791845,13.7915918637224610.9964803348011777,
A_036_11,1114.635054130838,3.41394233392714,14.0263042468876,1.4901161193847656e-08,2.7733628040896403,9.999999999999996e-251,-inf0.2389066341496061,
A_036_16,85329.42222402008,53.171350302957,23186.74682780729,0.4585171732741085,0.3380083435667986,91.85530286633349,18.3710605732666960.9673539642250413,
A_038_09,8266.612938906921,7535.473082491029,2.29569761952183,4.999772518810688,0.8264916247556582,244.03158715039882,81.343862383466260.9968960445196964,
A_038_10,11774.680277369367,15931.041527406465,5.222433588868467,4.575029244082051,0.4394860128199733,56.25151370926475,18.7505045697549130.9993523621907502,
A_046_01,2858.501628604109,2061.7171645647627,8.566908683408581,2.224509606838689e-31,4.999999999999726,1393.57236114844,464.524120382813350.7728390423460496,
A_046_02,4541.485055066121,36.851518823448615,6.460727678398472,4.999999999999997,1.7026086695620777,298.88221530769175,59.776443061538350.9932382662177528,
A_046_05,2534.4978041872355,0.0008881025929510373,4.206962452310223,1.915068701729087e-10,2.2639821641233424,201.66070677009145,50.415176692522860.9675580876387585,
A_046_07,4307.847660766451,81.97797333266438,10.591185770882788,7.572128178674948e-14,1.3627440462507303,3078.638694071509,256.55322450595910.9589387217452221,
A_047_01,6584.253210547708,117.12351367359359,0.7866016142247899,9.508186504522257e-34,4.999999999999999,96837.64212791123,6052.3526329944530.861751376189695,
A_047_02,5134.608905910515,10556.01793606672,0.8107749319583165,8.280507459692423e-28,4.999999999999999,70870.32753615655,4168.8427962445030.8665672158349051,
A_047_03,3865.884730150394,1.1676337141528196e-05,1.005152006385875,3.9211662642449826e-11,4.999999999999999,81670.07324638023,4537.22629146556850.8512912121472553,
A_047_04,7955.819125960295,11130380.818600222,0.7826534495422217,5.113631177891409e-27,1.3621857327698497,51262.31600479224,3203.89475029951560.9522847531518137,
A_047_05,7416.754448549395,789533.3063413476,0.8727649145782568,1.1197552209674392e-26,3.03709986054988,75771.34594144442,3987.9655758654960.9574500101219877,
A_047_06,6254.348681208616,52148.35196466977,1.2599589108155558,7.222558194209868e-27,1.3074016108407511,80722.47157908684,3843.9272180517540.9496741881009033,
A_047_07,6200.834009473773,1597.7132123901981,0.8422742068534599,5.514772968690538e-30,4.999999999999999,121274.12058362154,5512.46002652825250.8544637872132622,
A_047_08,5362.382417407118,3422.2011707074935,0.8771380618308583,6.734920283768976e-11,4.999999999999999,79834.74800413019,3628.85218200591770.8576208355894466,
A_047_09,7200.442703345308,4648417.144359151,0.7795519237369156,4.395812927192735e-27,1.5356174336056008,79218.10814390908,3168.7243257563630.937041244048022,
A_047_10,6881.676624713941,8384.098107233178,0.5730511151483085,5.590213132730218e-25,2.7276568829818855,63811.429764209,2454.28576016188440.9370479486645631,
A_047_11,8654.522188691404,0.06433086235366403,1.3809693011678978,1.2768909641073168e-09,0.4804163263577073,202538.1861298332,11914.0109488137170.6262861687643655,
A_047_12,6767.795987328293,1140.5646333661666,0.7168442121585551,2.1662553196811017e-15,4.999999999999999,128391.2479329366,6757.43410173350550.5778803931601804,
A_047_13,5727.133269114769,2656.3148768967285,0.9713666631800356,1.479125946938876e-29,4.9999999999999964,58805.68332394771,3266.9824068859840.8905606058179576,
A_047_14,8485.69289578907,241916129.114692,0.8402497143272483,3.6782692324186015e-24,1.5471515353871217,67400.24234045952,3209.5353495456910.9553607325500978,
A_047_15,7723.905932797015,1601027.1862368062,0.6912307101946596,1.2148068262693721e-26,3.0362357251080416,71033.67441688024,3382.5559246133450.9506628397254854,
A_047_16,7884.151128285394,33177.79620855098,0.7052505209918106,4.090722145118398e-30,2.4063431242737128,78678.77277983329,3026.10664537820370.9494977250609274,
A_053_01,-4230.705583747636,0.30950287637657586,1.8136679828742812,0.9399303723707934,4.999999999999999,6049.59899181175,99.173753964127070.9827367575349588,
A_053_02,-5119.311182519128,34524.39261703817,2.095167071107355,1.1372903047974887e-26,3.935200188760291,7190.928103940404,163.430184180463730.9798201373951922,
A_053_03,-192.76364354898172,2.8784483012728197,2.1413099547939263,1.213108195602987e-42,4.999999999999999,9.999999999999996e-251,-inf-0.026566637163102147,
A_053_04,104.47489801171189,7.1731572422192444,0.01141061345687124,4.999999999999999,3.8394025870014175,16847.164665012442,401.122968214581930.023008136957784142,
A_053_05,13.444792946255658,0.08449906037772903,5.851984277224824,4.998212402201988,4.999999953051138,411.03708104139986,7.904559250796150.04409894704061901,
A_053_06,37711.46151193352,11835.490412206567,591767.3005353288,4.999705018864068,0.2069297248516074,25466.329421833154,565.91843159629230.7723050024630722,
A_053_07,3556.9106719229194,1354916925.9556932,1.4926044657833266,1.636172798156592e-25,2.1627051357880926,16973.57114084,547.53455293032250.787591223884926,
A_053_08,2787.8817570724686,2.7117418728336014,11.170431159715669,4.999999999999999,0.6166156895930514,9.999999999999996e-251,-inf0.7249770181546538,
A_053_09,25656.590254884522,4463.334720827424,5429529.348417615,4.997234439648025,0.20709164268373387,14637.96365042964,385.209569748148340.49602349584572325,
A_061_01,726.9599071334861,1.3836417121217637,0.001105054423788952,4.999999925494193,3.968917011337232,9.999999999999996e-251,-inf0.1278546176783939,
A_061_02,5703.965952442892,166.93144575427434,0.3717412751072228,4.999999999999999,4.999999999999999,26413.88729762802,2031.8374844329250.899114167555118,
A_061_03,2949.7918847085252,133809.62302844046,0.4048352359029781,4.999994861363303,3.4307463311660733,4692.130703778546,293.25816898615910.927948382586204,
A_062_01,55011.096507669725,977290671.1557713,0.5529253314381788,4.999999999807403,2.1689426843025457,1419680.9392820173,236613.489880336220.934625872124644,
A_062_02,655.846304342919,3.770034286337903,0.1622752589469543,1.4901161193847656e-08,4.9999568772412415,9.999999999999996e-251,-inf-2.560568086360566,
A_062_03,5507.468498773322,25860.021195902376,3.5343805697084867,3.955075413110104,0.6778072085018699,67598.22288779683,8449.7778609746020.9730119239720953,
A_062_04,9131.677262376554,131719.48512225598,0.3556101593940033,2.5203930400018313e-28,4.999999999999999,218073.13456150546,31153.3049373579230.945392957655485,
A_062_05,2822.197884479217,7461.9446381661255,14.379869973585516,1.2282747257295036e-31,1.5617289873242446,98988.87886428076,10998.7643182534180.9583046161435191,
A_062_06,7154.279238001782,33835.68958106016,0.6787863429076247,9.649755261996675e-17,0.4871043970915633,293486.0981670569,22575.853705158220.9159478827776475,
A_062_07,7640.5307138860535,14562.660070774817,10.803981521473998,1.8672329738194983e-22,0.8071743586232103,16759.941842801836,1862.2157603113150.9968168522647572,
A_062_08,7312.9384970607725,2956.7325598107373,133.9025161449877,4.058938604529988e-14,0.43868023602031897,7306.887512911488,811.87639032349860.9946533523831458,
A_062_09,6934.735187074489,14422.274085353276,1.4553586321970018,8.056163384355755e-27,0.8082598195312289,99628.93332586712,7663.7641019897770.9853641715879695,
A_062_10,541.4899704999439,69.68163426761654,18.01787831122612,1.1175906903533331e-49,2.922137977859379,9615.432197165332,1602.57203286088880.8389829307133201,
A_062_11,-945.12963915571,11.180248199802424,0.2349609602229375,4.999999999999999,4.999999999999999,504195.67975192826,42016.3066459940240.1450783560137987,
A_062_12,5606.44339156533,50658.148454845534,3.0706723381785284,5.649852193546683e-28,0.7934209902909286,23715.426256195267,2635.04736179947440.9914867054714487,
A_062_13,2891.8101835048938,549.0379981534243,19.984776124902595,4.861980328081627e-38,1.0148920023351882,92928.71360324383,9292.8713603243830.9310514397351504,
A_062_14,2644.0391896767137,56.262505179020636,21.18582057299848,3.42480440489022e-36,0.9821187915039982,92593.05765776314,7122.5428967510110.9293674878473466,
A_062_15,3530.6936739157727,54213.12623304678,33.410418736475386,1.6540493309167563e-34,1.1253597004394802,254530.69458521012,21210.8912154341740.8973678798657463,
A_062_16,796.8650239518887,3.3608538575382485,0.2517588716475353,4.431310692869022e-34,4.999999925494177,9.999999999999996e-251,-inf-3.3638473260337314,
A_062_17,25230.77296761723,7.99393101021084e-12,2.4319616081034092,2.1506835542178653,0.7462246513887415,80749.20654178817,10093.6508177235210.9648930388282547,
A_062_18,212.85601589874724,2.9397877703553035,0.7919179589669859,1.4901161193847656e-08,4.999999999999996,9.999999999999996e-251,-inf-0.9689282092529652,
A_062_19,154.94444143248091,2.1340226060019143,0.8019706536295342,5.065938463611159e-35,4.999999999999998,9.999999999999996e-251,-inf-0.8300932842760804,
A_062_20,74176.95941610343,0.2462326103277604,1559.6066569262412,1.0320281509905185,0.3623217508676126,849.7582142920269,121.394030613146670.9982394216981029,
A_062_21,175094.5475746791,0.06847170808736239,4271579994017.924,1.421514087974692,0.07608745802053808,6528.760077330966,725.41778637010730.9546120701749705,
A_065_01,1235.7464370490884,239.92083561621286,16.208276077399745,4.999999999999999,2.214182484284349,57.030308169937506,57.0303081699375060.8987587519049469,
A_065_03,2330.163706658777,2.4527049475606515e-21,10.379311671203833,0.3747494345215057,1.8563317955547731,398.8722401704555,56.981748595779360.9295477664351364,
A_065_05,3494.6827279896333,10045.29827799147,17.846572653846483,4.999999999999999,1.6402913636763994,28.91960102870207,28.919601028702070.993241712642927,
A_065_07,2584.7689901746776,95.99780292696238,15.930766473584551,4.999999999999999,4.999999999999999,379.5328185740378,42.1703131748930960.7348717021191846,
A_068_01,30056.696572779718,91.27940163947737,435.8586175835503,4.457196916513606,0.33631861879034475,11047.408899334872,789.10063566677670.9633797540971889,
A_068_04,1467.101001925675,4.2391206483274055e-06,1.2735448369773683,4.956580372322316,4.999999999999999,1578.318996167001,394.579749041750230.8337996454083044,
A_068_05,100.45000673049135,2.617561201293596,1.6212924347404611,4.112263445263817e-23,4.999999999999999,9.999999999999996e-251,-inf0.10044535325985826,
A_068_06,414.78295186269094,2.1567976900010657,0.020735469118674132,4.999999999999999,3.8781883526059637,9.999999999999996e-251,-inf0.04778220164994551,
A_068_07,170.04139727682613,0.035145213253220946,1.3197602998941018,4.999264351226173,4.999999999999999,1323.3115128835484,441.10383762784950.09134804022263021,
A_068_08,5721.712880902057,0.367026697742844,1.5447744857952,6.868055489601868e-27,4.999999999999999,8316.355771316552,2772.1185904388510.9411919393855669,
A_068_09,177.34191247342827,9.396652528245577,2.169712201510353,4.988897921568402,4.999999999999999,9.999999999999996e-251,-inf0.06976573281000287,
A_068_10,4132.773047898902,9730.281531926728,1.8219124750822269,4.999972404941411,4.793061645256028,3373.5462419923515,843.38656049808790.9418624959608953,
A_068_11,-1062.6590928384692,0.5600322682680899,11.340642348667432,4.984255720386079,4.999999999999999,5514.671972497614,1838.2239908325380.5801121106342935,
A_068_12,5939.628062203655,0.0006977317515917968,1.4963975047138482,3.55227908179444,4.999999999999999,7406.670898363291,2468.890299454430.9475042299275427,
A_068_13,4221.888344200898,2264.7196730919386,1.8351655303464296,4.999975551022452,4.747983719754594,3116.190766775556,779.0476916938890.9469019537216523,
A_068_14,6207.766197324399,0.0002698112073914116,1.3307735953727942,4.998658727795402,4.999999999999999,17954.559020592482,3590.9118041184970.882121758767224,
A_068_15,1939.8514720971616,0.01211186877766833,1.3137006887892697,4.458365460318108,4.999999999999999,1537.749905772177,384.437476443044260.8670312823222097,
A_068_16,13038.870105307007,323.79732248450784,8.334417339279254,2.2651025797987163,0.5382482357054934,9.999999999999996e-251,-inf0.9587105604646707,
A_068_17,14538.219607883277,6590.4368612331455,14.298826717299715,4.975,0.31049905279828005,8527.314486178699,710.60954051489160.9364886352489902,
A_068_18,12464.033680370834,130.6742183768333,11.850176645828645,4.999999999991057,0.9329320459689991,11407.789605603164,877.52227735408950.9809631103513403,
A_068_19,12959.461761830671,617.3746481263038,8.12984172663579,2.022047396950444,0.5521631171784103,9.999999999999996e-251,-inf0.9535477844839062,
A_068_20,6702.893091901253,15120.142405768476,15.074321281403327,1.0564965932370548e-15,1.3139766591979032,11000.846011225349,916.73716760211240.9508780229181695,
A_070_01,5047.956262681203,22533.687237094502,3.1064567951847915,2.950014612572439e-29,0.6227452054258633,53590.5730457643,1140.2249584205170.8175324589631824,
A_070_02,39464.544575670734,11059.775439761097,261720068715.9237,2.3450064325935753e-13,0.09407538212296196,16085.762536500713,382.99434610715980.7445289132728481,
A_070_03,1496.7166046217362,2326.467081561416,0.7654166718104659,2.798613534694122e-32,4.999999984927948,13444.991365548183,240.089131527646120.7147484722196362,
A_071_01,7420.754118755583,0.027737792845152882,2.2644291209070238,4.975035609786084,2.3187880391059723,22465.31754542001,534.88851298619070.974661992101855,
A_071_02,5179.65572062347,16070.853293151851,2.5224382526850437,6.142406426483357e-29,1.5415296044333269,15439.223275093147,482.475727346660850.9313355507268621,
A_071_03,3395.1106774578693,3563.011934147082,2.91948180337286,1.9977790172370213e-25,1.3016985796006346,6253.120843467991,178.660595527656880.9547887923539549,
A_072_01,7396.849999932619,294.90329342755484,62.546361138500565,2.043130785852041e-30,0.39596199949847416,55.5672038735931,6.1741337637325660.9943740878746254,
A_072_02,8911.779430344593,0.9877374533596384,499.7173701124602,1.5836822738890242e-05,0.31338751557823696,103.65069068351656,11.516743409279620.9883767937505473,
A_072_03,599.1430398179357,4.909795768636481,3.603146875860672,1.3034085842364794e-20,2.7026544335748497,1.359808258095032,0.151089806455003560.9311459821459079,
