File,wb,ab,t dry,t,shrinkage strain
A_086_18,0.3164873383327899,4.0747744810346695,1.0,386.1773991919192,-332.9026516850686
A_086_18,0.3164873383327899,4.0747744810346695,1.0,415.64928989898993,-338.44824451515905
A_086_18,0.3164873383327899,4.0747744810346695,1.0,445.12118060606065,-343.53013651131425
A_086_18,0.3164873383327899,4.0747744810346695,1.0,474.59307131313136,-348.21033667394096
A_086_18,0.3164873383327899,4.0747744810346695,1.0,504.0649620202021,-352.53968047135123
A_086_18,0.3164873383327899,4.0747744810346695,1.0,533.5368527272727,-356.5603195420433
A_086_18,0.3164873383327899,4.0747744810346695,1.0,563.0087434343435,-360.30755958540647
A_086_18,0.3164873383327899,4.0747744810346695,1.0,592.4806341414142,-363.81124031685016
A_086_18,0.3164873383327899,4.0747744810346695,1.0,621.9525248484849,-367.0967873716668
A_086_18,0.3164873383327899,4.0747744810346695,1.0,651.4244155555556,-370.1860250863946
A_086_18,0.3164873383327899,4.0747744810346695,1.0,680.8963062626264,-373.09781224070684
A_086_18,0.3164873383327899,4.0747744810346695,1.0,710.368196969697,-375.84854486571305
A_086_18,0.3164873383327899,4.0747744810346695,1.0,739.8400876767678,-378.4525579523453
A_086_18,0.3164873383327899,4.0747744810346695,1.0,769.3119783838384,-380.9224493685217
A_086_18,0.3164873383327899,4.0747744810346695,1.0,798.7838690909092,-383.2693432772107
A_086_18,0.3164873383327899,4.0747744810346695,1.0,828.2557597979799,-385.50310603926124
A_086_18,0.3164873383327899,4.0747744810346695,1.0,857.7276505050506,-387.632524458573
A_086_18,0.3164873383327899,4.0747744810346695,1.0,887.1995412121213,-389.6654539305937
A_086_18,0.3164873383327899,4.0747744810346695,1.0,916.6714319191921,-391.6089423488257
A_086_18,0.3164873383327899,4.0747744810346695,1.0,946.1433226262627,-393.4693343429009
A_086_18,0.3164873383327899,4.0747744810346695,1.0,975.6152133333334,-395.25235945043494
A_086_18,0.3164873383327899,4.0747744810346695,1.0,1005.0871040404041,-396.96320708166667
A_086_18,0.3164873383327899,4.0747744810346695,1.0,1034.5589947474748,-398.6065905623686
A_086_18,0.3164873383327899,4.0747744810346695,1.0,1064.0308854545453,-400.1868020943967
A_086_18,0.3164873383327899,4.0747744810346695,1.0,1093.502776161616,-401.70776012362114
A_086_18,0.3164873383327899,4.0747744810346695,1.0,1122.9746668686869,-403.1730503290266
A_086_18,0.3164873383327899,4.0747744810346695,1.0,1152.4465575757577,-404.5859612275334
A_086_18,0.3164873383327899,4.0747744810346695,1.0,1181.9184482828282,-405.94951521379284
A_086_18,0.3164873383327899,4.0747744810346695,1.0,1211.390338989899,-407.266495713228
A_086_18,0.3164873383327899,4.0747744810346695,1.0,1240.8622296969697,-408.53947101256466
A_086_18,0.3164873383327899,4.0747744810346695,1.0,1270.3341204040405,-409.7708152393698
A_086_18,0.3164873383327899,4.0747744810346695,1.0,1299.806011111111,-410.9627268863395
A_086_18,0.3164873383327899,4.0747744810346695,1.0,1329.2779018181818,-412.1172452138445
A_086_18,0.3164873383327899,4.0747744810346695,1.0,1358.7497925252526,-413.2362648129012
A_086_18,0.3164873383327899,4.0747744810346695,1.0,1388.2216832323234,-414.32154856819193
A_086_18,0.3164873383327899,4.0747744810346695,1.0,1417.693573939394,-415.3747392253608
A_086_18,0.3164873383327899,4.0747744810346695,1.0,1447.1654646464647,-416.3973697372367
A_086_18,0.3164873383327899,4.0747744810346695,1.0,1476.6373553535354,-417.3908725388325
A_086_18,0.3164873383327899,4.0747744810346695,1.0,1506.109246060606,-418.35658788009727
A_086_18,0.3164873383327899,4.0747744810346695,1.0,1535.5811367676768,-419.2957713277635
A_086_18,0.3164873383327899,4.0747744810346695,1.0,1565.0530274747475,-420.2096005326879
A_086_18,0.3164873383327899,4.0747744810346695,1.0,1594.5249181818183,-421.0991813463787
A_086_18,0.3164873383327899,4.0747744810346695,1.0,1623.9968088888888,-421.96555335956606
A_086_18,0.3164873383327899,4.0747744810346695,1.0,1653.4686995959596,-422.8096949263992
A_086_18,0.3164873383327899,4.0747744810346695,1.0,1682.9405903030304,-423.6325277299037
A_086_18,0.3164873383327899,4.0747744810346695,1.0,1712.4124810101011,-424.4349209374877
A_086_18,0.3164873383327899,4.0747744810346695,1.0,1741.8843717171717,-425.21769498938363
A_086_18,0.3164873383327899,4.0747744810346695,1.0,1771.3562624242425,-425.9816250578102
A_086_18,0.3164873383327899,4.0747744810346695,1.0,1800.8281531313132,-426.727444210209
A_086_18,0.3164873383327899,4.0747744810346695,1.0,1830.300043838384,-427.4558463060695
A_086_18,0.3164873383327899,4.0747744810346695,1.0,1859.7719345454545,-428.16748865350246
A_086_18,0.3164873383327899,4.0747744810346695,1.0,1889.2438252525253,-428.8629944487971
A_086_18,0.3164873383327899,4.0747744810346695,1.0,1918.715715959596,-429.5429550196409
A_086_18,0.3164873383327899,4.0747744810346695,1.0,1948.1876066666666,-430.20793189043246
A_086_18,0.3164873383327899,4.0747744810346695,1.0,1977.6594973737374,-430.8584586861509
A_086_18,0.3164873383327899,4.0747744810346695,1.0,2007.1313880808082,-431.49504288950726
A_086_18,0.3164873383327899,4.0747744810346695,1.0,2036.603278787879,-432.11816746457305
A_086_18,0.3164873383327899,4.0747744810346695,1.0,2066.07516949495,-432.7282923587304
A_086_18,0.3164873383327899,4.0747744810346695,1.0,2095.5470602020205,-433.3258558935858
A_086_18,0.3164873383327899,4.0747744810346695,1.0,2125.018950909091,-433.91127605443626
A_086_18,0.3164873383327899,4.0747744810346695,1.0,2154.490841616162,-434.48495168692295
A_086_18,0.3164873383327899,4.0747744810346695,1.0,2183.9627323232326,-435.0472636086783
A_086_18,0.3164873383327899,4.0747744810346695,1.0,2213.4346230303036,-435.5985756430168
A_086_18,0.3164873383327899,4.0747744810346695,1.0,2242.906513737374,-436.13923558105716
A_086_18,0.3164873383327899,4.0747744810346695,1.0,2272.3784044444446,-436.6695760780636
A_086_18,0.3164873383327899,4.0747744810346695,1.0,2301.8502951515156,-437.1899154892626
A_086_18,0.3164873383327899,4.0747744810346695,1.0,2331.322185858586,-437.70055864990917
A_086_18,0.3164873383327899,4.0747744810346695,1.0,2360.7940765656567,-438.2017976039498
A_086_18,0.3164873383327899,4.0747744810346695,1.0,2390.2659672727277,-438.6939122852409
A_086_18,0.3164873383327899,4.0747744810346695,1.0,2419.7378579797983,-439.1771711549324
